rfam_acc,description,rna_type,number_seqs,number_of_columns,number_residues,average_length,percent_identity,source
RF02720,Small Cajal body specific RNA ncR21,Gene; snRNA; snoRNA; scaRNA;,2,113,219,109.5,84,Rfam seed
RF02721,Small Cajal body specific RNA ncR26,Gene; snRNA; snoRNA; scaRNA;,2,68,135,67.5,85,Rfam seed
RF02722,Small Cajal body specific RNA ncR27,Gene; snRNA; snoRNA; scaRNA;,4,83,330,82.5,80,Rfam seed
RF02723,Small nucleolar RNA ZL1,Gene; snRNA; snoRNA; CD-box;,5,198,975,195.0,89,Rfam seed
RF02724,Small nucleolar RNA ZL2,Gene; snRNA; snoRNA; CD-box;,6,77,453,75.5,86,Rfam seed
RF02725,Small nucleolar RNA ZL8,Gene; snRNA; snoRNA; CD-box;,6,84,493,82.2,91,Rfam seed
RF02726,Small nucleolar RNA ZL63,Gene; snRNA; snoRNA; CD-box;,3,46,132,44.0,94,Rfam seed
RF02727,Small nucleolar RNA ZL116,Gene; snRNA; snoRNA; CD-box;,5,72,356,71.2,95,Rfam seed
RF02728,Haemophilus regulatory RNA responsive to iron,Gene; sRNA;,7,139,801,114.4,82,Rfam seed
RF02729,Aggregatibacter sRNA JA01,Gene; sRNA;,3,153,458,152.7,100,Rfam seed
RF02730,Aggregatibacter sRNA JA02,Gene; sRNA;,4,118,466,116.5,90,Rfam seed
RF02731,Aggregatibacter sRNA JA03,Gene; sRNA;,3,274,822,274.0,94,Rfam seed
RF02732,Aggregatibacter sRNA JA04,Gene; sRNA;,6,83,485,80.8,85,Rfam seed
RF02733,ToxT 5' UTR thermometer,Cis-reg; thermoregulator;,3,78,220,73.3,94,Rfam seed
RF02734,Corynebacterium sRNA 105,Gene; sRNA;,2,134,267,133.5,97,Rfam seed
RF02735,Saccharopolyspora sRNA 350,Gene; antisense;,2,513,1015,507.5,79,Rfam seed
RF02736,Soft rot Enterobacteriaceae Rev 11 asRNA,Gene; antisense;,3,417,1251,417.0,89,Rfam seed
RF02737,Soft rot Enterobacteriaceae Rev 13 asRNA,Gene; antisense;,3,358,1056,352.0,79,Rfam seed
RF02738,Soft rot Enterobacteriaceae Rev 24 asRNA,Gene; antisense;,4,489,1956,489.0,82,Rfam seed
RF02739,Soft rot Enterobacteriaceae Rev 41 sRNA,Gene; sRNA;,3,480,1440,480.0,91,Rfam seed
RF02740,Soft rot Enterobacteriaceae Fwd 6 3'UTR,Cis-reg;,3,116,348,116.0,98,Rfam seed
RF02741,Soft rot Enterobacteriaceae Rev 44 asRNA,Gene; antisense;,3,336,1008,336.0,92,Rfam seed
RF02742,Soft rot Enterobacteriaceae Rev 72 asRNA,Gene; antisense;,3,426,1277,425.7,87,Rfam seed
RF02743,Saccharopolyspora sRNA 389,Gene; antisense;,2,595,1190,595.0,87,Rfam seed
RF02744,Soft rot Enterobacteriaceae Rev 39 5'UTR,Cis-reg;,4,302,1202,300.5,93,Rfam seed
RF02745,Soft rot Enterobacteriaceae Rev 42 5'UTR,Cis-reg;,3,480,1366,455.3,89,Rfam seed
RF02746,antisense RNA of rseC mRNA,Gene; antisense;,7,961,6220,888.6,85,Rfam seed
RF02747,Francisella sRNA A,Gene; sRNA;,5,112,555,111.0,97,Rfam seed
RF02748,Francisella sRNA B,Gene; sRNA;,5,115,575,115.0,88,Rfam seed
RF02749,Wolbachia sRNA mel02,Gene; sRNA;,3,251,753,251.0,97,Rfam seed
RF02750,ES003 sRNA,Gene; sRNA;,8,53,424,53.0,95,Rfam seed
RF02751,ES036 (CssrF) sRNA,Gene; sRNA;,4,43,172,43.0,91,Rfam seed
RF02752,ES056 sRNA,Gene; sRNA;,6,97,557,92.8,94,Rfam seed
RF02753,ES173 sRNA,Gene; sRNA;,4,65,257,64.2,95,Rfam seed
RF02754,ES205 sRNA,Gene; sRNA;,5,72,360,72.0,96,Rfam seed
RF02755,ES222 sRNA,Gene; sRNA;,5,108,540,108.0,96,Rfam seed
RF02756,ES239 sRNA,Gene; sRNA;,5,123,615,123.0,97,Rfam seed
RF02757,Erse small RNA,Gene; sRNA;,6,252,1512,252.0,88,Rfam seed
RF02758,RhlA 5' UTR ROSE like thermometer,Cis-reg; thermoregulator;,4,111,441,110.2,99,Rfam seed
RF02759,LasI 5' UTR ROSE like thermometer,Cis-reg; thermoregulator;,3,110,330,110.0,97,Rfam seed
RF02760,sR035 sRNA,Gene; sRNA;,3,207,609,203.0,98,Rfam seed
RF02761,sR084 sRNA,Gene; sRNA;,3,78,232,77.3,88,Rfam seed
RF02762,C1_109596F 5' UTR thermometer,Cis-reg; thermoregulator;,2,227,454,227.0,99,Rfam seed
RF02763,IsrM sRNA,Gene; sRNA;,2,329,633,316.5,100,Rfam seed
RF02764,Yersinia sRNA 190,Gene; sRNA;,4,102,408,102.0,92,Rfam seed
RF02765,Yersinia sRNA 209,Gene; sRNA;,4,46,184,46.0,96,Rfam seed
RF02766,Yersinia sRNA 49,Gene; sRNA;,3,124,372,124.0,94,Rfam seed
RF02767,Yersinia sRNA 186/sR026/CsrC,Gene; sRNA;,4,326,1259,314.8,87,Rfam seed
RF02768,Yersinia sRNA 155(RyfD),Gene; sRNA;,9,146,1255,139.4,84,Rfam seed
RF02769,Yersinia sRNA 202,Gene; sRNA;,2,282,560,280.0,95,Rfam seed
RF02770,Yersinia sRNA 224,Gene; sRNA;,5,108,535,107.0,84,Rfam seed
RF02771,CnfY 5' UTR thermometer,Cis-reg; thermoregulator;,3,114,338,112.7,95,Rfam seed
RF02772,AilA 5' UTR thermometer,Cis-reg; thermoregulator;,5,90,446,89.2,85,Rfam seed
RF02773,TrxA 5' UTR thermometer,Cis-reg; thermoregulator;,8,102,716,89.5,87,Rfam seed
RF02774,KatA 5' UTR thermometer,Cis-reg; thermoregulator;,5,155,768,153.6,85,Rfam seed
RF02775,SodB 5' UTR thermometer,Cis-reg; thermoregulator;,5,121,592,118.4,85,Rfam seed
RF02776,SodC 5' UTR thermometer,Cis-reg; thermoregulator;,2,93,186,93.0,99,Rfam seed
RF02777,OppA 5' UTR thermometer,Cis-reg; thermoregulator;,3,304,912,304.0,100,Rfam seed
RF02778,FdoG-1 5' UTR thermometer,Cis-reg; thermoregulator;,4,206,778,194.5,87,Rfam seed
RF02779,PepN 5' UTR thermometer,Cis-reg; thermoregulator;,5,155,706,141.2,81,Rfam seed
RF02780,PutA 5' UTR thermometer,Cis-reg; thermoregulator;,4,72,288,72.0,84,Rfam seed
RF02781,ManX 5' UTR thermometer,Cis-reg; thermoregulator;,4,117,462,115.5,82,Rfam seed
RF02782,CpoB/ybgF ICR thermometer,Cis-reg; thermoregulator;,8,139,1112,139.0,91,Rfam seed
RF02783,IscS-1 ICR thermometer,Cis-reg; thermoregulator;,5,187,907,181.4,78,Rfam seed
RF02784,Singlet oxygen resistance RNA X,Gene; sRNA;,8,79,589,73.6,78,Rfam seed
RF02785,Trypanosomatid small nucleolar RNA 2,Gene; snRNA; snoRNA; CD-box;,3,83,249,83.0,90,Rfam seed
RF02786,Small nucleolar RNA TBR2,Gene; snRNA; snoRNA; CD-box;,5,112,516,103.2,72,Rfam seed
RF02787,Small nucleolar RNA TBR4,Gene; snRNA; snoRNA; CD-box;,3,99,296,98.7,77,Rfam seed
RF02788,Small nucleolar RNA TBR6,Gene; snRNA; snoRNA; CD-box;,3,99,262,87.3,72,Rfam seed
RF02789,Small nucleolar RNA TBR12,Gene; snRNA; snoRNA; CD-box;,3,104,306,102.0,73,Rfam seed
RF02790,sodF sRNA,Gene; sRNA;,6,96,543,90.5,82,Rfam seed
RF02791,Conserved CCUCCUCCC motif stress-induced RNA 1,Gene; sRNA;,2,83,166,83.0,69,Rfam seed
RF02792,Archaeal Small RNA 162,Gene; antisense;,3,191,568,189.3,67,Rfam seed
RF02793,Pyrobaculum asRNA3,Gene; antisense;,3,58,170,56.7,80,Rfam seed
RF02794,Pab19 RNA,Gene; snRNA; snoRNA; HACA-box;,3,105,307,102.3,81,Rfam seed
RF02795,Pab91 RNA,Gene; snRNA; snoRNA; HACA-box;,3,57,171,57.0,91,Rfam seed
RF02796,Pab160 RNA,Gene; snRNA; snoRNA; HACA-box;,5,76,335,67.0,77,Rfam seed
RF02797,Plasmid-encoded Shigella sRNA A,Gene; sRNA;,6,93,548,91.3,91,Rfam seed
RF02798,Chromosome-encoded Shigella sRNA A,Gene; sRNA;,4,111,441,110.2,91,Rfam seed
RF02799,Chromosome-encoded Shigella sRNA B,Gene; sRNA;,3,180,540,180.0,99,Rfam seed
RF02800,Rickettsia sRNA47,Gene; sRNA;,2,316,632,316.0,92,Rfam seed
RF02801,Pyrobaculum sRNA 201,Gene; snRNA; snoRNA; HACA-box;,5,68,340,68.0,86,Rfam seed
RF02802,Pyrobaculum sRNA 204,Gene; snRNA; snoRNA; HACA-box;,5,58,285,57.0,77,Rfam seed
RF02803,Pyrobaculum sRNA 205,Gene; snRNA; snoRNA; HACA-box;,5,62,305,61.0,87,Rfam seed
RF02804,Pyrobaculum sRNA 206,Gene; snRNA; snoRNA; HACA-box;,4,61,240,60.0,89,Rfam seed
RF02805,Pyrobaculum sRNA 207,Gene; snRNA; snoRNA; HACA-box;,4,68,262,65.5,84,Rfam seed
RF02806,Pyrobaculum sRNA 208,Gene; snRNA; snoRNA; HACA-box;,4,60,238,59.5,72,Rfam seed
RF02807,Pyrobaculum sRNA 209,Gene; snRNA; snoRNA; HACA-box;,4,65,254,63.5,75,Rfam seed
RF02808,Pyrobaculum sRNA 210,Gene; snRNA; snoRNA; HACA-box;,6,62,357,59.5,81,Rfam seed
RF02809,RsmW RNA family,Gene; sRNA;,3,128,371,123.7,57,Rfam seed
RF02810,Lst 5' UTR thermometer,Cis-reg; thermoregulator;,2,115,217,108.5,97,Rfam seed
RF02811,FHbp 5' UTR thermometer,Cis-reg; thermoregulator;,2,73,146,73.0,95,Rfam seed
RF02812,anti ponA RNA,Gene; antisense;,3,295,884,294.7,82,Rfam seed
RF02813,Pseudomonas PA5194 thermometer,Cis-reg; thermoregulator;,2,105,209,104.5,64,Rfam seed
RF02814,Sulfolobus sRNA133,Gene; sRNA;,3,75,220,73.3,80,Rfam seed
RF02815,Lig 5' UTR thermometer,Cis-reg; thermoregulator;,2,205,403,201.5,99,Rfam seed
RF02816,Hepatitis B virus post-transcriptional regulatory element 1151-1410,Cis-reg;,2,259,518,259.0,95,Rfam seed
RF02818,Vibrio RNA AS5,Gene; antisense;,3,141,379,126.3,69,Rfam seed
RF02819,Vibrio RNA AS7,Gene; antisense;,7,169,1183,169.0,78,Rfam seed
RF02820,Vibrio RNA AS9,Gene; antisense;,3,106,309,103.0,74,Rfam seed
RF02821,Vibrio RNA IGR5,Gene; sRNA;,2,114,222,111.0,61,Rfam seed
RF02822,Streptococcus RNA 266,Gene; sRNA;,4,112,445,111.2,85,Rfam seed
RF02823,Legionella RNA 69,Gene; sRNA;,5,82,409,81.8,76,Rfam seed
RF02824,Legionella RNA 10,Gene; sRNA;,3,97,284,94.7,79,Rfam seed
RF02825,Legionella RNA 17,Gene; sRNA;,2,257,507,253.5,88,Rfam seed
RF02826,Streptomyces RNA 6925,Gene; sRNA;,4,134,523,130.8,82,Rfam seed
RF02827,Streptomyces RNA 6106,Gene; sRNA;,4,85,334,83.5,90,Rfam seed
RF02828,Streptomyces RNA 3920,Gene; sRNA;,6,127,754,125.7,94,Rfam seed
RF02829,Streptomyces RNA 4115,Gene; sRNA;,6,112,657,109.5,88,Rfam seed
RF02830,Streptomyces RNA 1601,Gene; sRNA;,6,239,1260,210.0,78,Rfam seed
RF02831,Streptomyces RNA 2736,Gene; sRNA;,4,65,256,64.0,97,Rfam seed
RF02832,Streptomyces RNA 5676,Gene; sRNA;,5,136,654,130.8,86,Rfam seed
RF02833,Streptomyces RNA 3202,Gene; sRNA;,4,102,374,93.5,82,Rfam seed
RF02834,Vibrio RNA VqmR,Gene; sRNA;,4,158,605,151.2,72,Rfam seed
RF02835,Burkholderia RNA 11,Gene; sRNA;,4,123,488,122.0,81,Rfam seed
RF02836,Burkholderia RNA 14,Gene; sRNA;,3,179,519,173.0,82,Rfam seed
RF02837,Burkholderia RNA 7 (anti-hemB),Gene; sRNA;,26,120,2208,84.9,65,Rfam seed
RF02838,Enterococcus sRNA 55,Gene; sRNA;,4,55,216,54.0,68,Rfam seed
RF02839,Enterococcus sRNA 66,Gene; antisense;,2,120,229,114.5,80,Rfam seed
RF02840,Enterococcus sRNA 68 (Lacto-3 RNA),Gene; sRNA;,78,180,9939,127.4,56,Rfam seed
RF02841,Enterococcus sRNA 70,Gene; sRNA;,3,123,355,118.3,81,Rfam seed
RF02842,Enterococcus sRNA A1,Gene; sRNA;,4,241,897,224.2,90,Rfam seed
RF02843,Enterococcus sRNA A5,Gene; antisense;,3,68,204,68.0,83,Rfam seed
RF02844,Enterococcus sRNA A9,Gene; antisense;,4,68,257,64.2,62,Rfam seed
RF02845,Enterococcus sRNA 1C,Gene; sRNA;,2,131,251,125.5,60,Rfam seed
RF02846,Enterococcus sRNA 84,Gene; antisense;,5,93,439,87.8,80,Rfam seed
RF02847,Enterococcus sRNA 64,Gene; sRNA;,3,69,207,69.0,86,Rfam seed
RF02848,Enterococcus sRNA B11,Gene; sRNA;,4,190,690,172.5,62,Rfam seed
RF02849,Yersinia sRNA 197,Gene; sRNA;,3,257,752,250.7,80,Rfam seed
RF02850,Yersinia sRNA 276,Gene; antisense;,5,195,975,195.0,84,Rfam seed
RF02851,Yersinia sRNA 283,Gene; antisense;,3,254,759,253.0,80,Rfam seed
RF02852,Yersinia sRNA 206,Gene; sRNA;,2,312,618,309.0,73,Rfam seed
RF02853,Yersinia sRNA 201,Gene; sRNA;,3,70,210,70.0,94,Rfam seed
RF02854,Yersinia sRNA 100,Gene; sRNA;,3,123,363,121.0,86,Rfam seed
RF02855,Yersinia sRNA 251,Gene; antisense;,5,194,970,194.0,77,Rfam seed
RF02856,Leptospira sRNA 30_292,Gene; sRNA;,3,115,336,112.0,89,Rfam seed
RF02857,Leptospira sRNA 30_255,Gene; sRNA;,2,213,424,212.0,93,Rfam seed
RF02858,Actinobacillus sRNA 08,Gene; sRNA;,3,284,800,266.7,77,Rfam seed
RF02859,Actinobacillus sRNA 11,Gene; sRNA;,2,175,344,172.0,77,Rfam seed
RF02860,Actinobacillus sRNA 14,Gene; sRNA;,4,174,658,164.5,72,Rfam seed
RF02861,Neisseria sRNA 84,Gene; sRNA;,3,197,566,188.7,76,Rfam seed
RF02862,Enterococcus sRNA 1300,Gene; sRNA;,3,232,692,230.7,95,Rfam seed
RF02863,Enterococcus sRNA 2410,Gene; sRNA;,3,206,582,194.0,75,Rfam seed
RF02864,Enterococcus sRNA 30,Gene; sRNA;,3,165,495,165.0,98,Rfam seed
RF02865,Burkholderia sRNA 1,Gene; sRNA;,4,113,434,108.5,89,Rfam seed
RF02866,Burkholderia sRNA 16 (Bc_KC_sr1),Gene; sRNA;,4,83,325,81.2,86,Rfam seed
RF02867,Burkholderia sRNA 11,Gene; sRNA;,4,212,827,206.8,89,Rfam seed
RF02868,Burkholderia sRNA 37,Gene; sRNA;,3,159,455,151.7,74,Rfam seed
RF02869,Burkholderia sRNA 25,Gene; sRNA;,4,89,344,86.0,93,Rfam seed
RF02870,Burkholderia sRNA 35,Gene; sRNA;,3,171,498,166.0,77,Rfam seed
RF02871,Burkholderia sRNA 54,Gene; sRNA;,4,79,314,78.5,99,Rfam seed
RF02872,sRNA regulator of biofilms A,Gene; sRNA;,3,248,708,236.0,63,Rfam seed
RF02873,Antisense to traI,Gene; antisense;,3,77,231,77.0,89,Rfam seed
RF02874,Antisense to traG,Gene; antisense;,4,86,344,86.0,76,Rfam seed
RF02875,Antisense to pHK01_035,Gene; antisense;,3,102,297,99.0,72,Rfam seed
RF02876,Antisense to pHK01_099,Gene; antisense;,4,188,737,184.2,92,Rfam seed
RF02877,Neisseria metabolic switch regulator b (RcoF1/NgncR163),Gene; sRNA;,6,95,540,90.0,75,Rfam seed
RF02878,Mesorhizobail RNA 7,Gene; sRNA;,3,317,935,311.7,77,Rfam seed
RF02879,Mesorhizobail RNA 10,Gene; sRNA;,3,144,429,143.0,80,Rfam seed
RF02880,Mesorhizobail RNA 15,Gene; sRNA;,2,277,524,262.0,70,Rfam seed
RF02881,Mesorhizobail RNA 25,Gene; sRNA;,2,207,398,199.0,67,Rfam seed
RF02882,Mesorhizobail RNA 36,Gene; sRNA;,2,92,182,91.0,82,Rfam seed
RF02883,Burkholderia sRNA 2,Gene; sRNA;,5,177,690,138.0,71,Rfam seed
RF02884,Burkholderia sRNA 7,Gene; sRNA;,5,180,802,160.4,83,Rfam seed
RF02885,SAM-VI riboswitch,Cis-reg; riboswitch;,7,95,472,67.4,84,Rfam seed
RF02886,Mycobacterium sRNA 6715,Gene; sRNA;,3,213,630,210.0,72,Rfam seed
RF02887,Salmonella mgtC leader RNA,Cis-reg; leader;,4,118,454,113.5,74,Rfam seed
RF02888,Bacillus sRNA 1,Gene; sRNA;,3,51,153,51.0,90,Rfam seed
RF02889,Pseudomonas sRNA 6,Gene; sRNA;,3,125,368,122.7,65,Rfam seed
RF02890,Small pathogenicity island RNA C (srn_3610),Gene; sRNA;,2,153,290,145.0,64,Rfam seed
RF02891,ArsR-gov region gene B,Gene; antisense;,4,88,340,85.0,77,Rfam seed
RF02892,Bacillus SR6 antitoxin,Gene; antisense;,3,104,311,103.7,88,Rfam seed
RF02893,RpsF leader,Cis-reg; leader;,10,91,858,85.8,89,Rfam seed
RF02894,Staphylococcus sRNA 35 (srn_0335),Gene; sRNA;,3,304,808,269.3,61,Rfam seed
RF02895,Staphylococcus sRNA 414,Gene; sRNA;,5,176,875,175.0,71,Rfam seed
RF02896,Staphylococcus sRNA 774,Gene; sRNA;,4,103,386,96.5,75,Rfam seed
RF02897,Staphylococcus sRNA 808,Gene; sRNA;,4,258,1020,255.0,82,Rfam seed
RF02898,Aggregatibacter sRNA 20,Gene; sRNA;,6,89,474,79.0,73,Rfam seed
RF02899,Aggregatibacter sRNA 54,Gene; sRNA;,6,132,702,117.0,76,Rfam seed
RF02900,Aggregatibacter sRNA 82,Gene; sRNA;,4,83,321,80.2,66,Rfam seed
RF02901,Aggregatibacter sRNA 41,Gene; sRNA;,2,187,359,179.5,46,Rfam seed
RF02902,Aggregatibacter sRNA 22,Gene; sRNA;,7,113,692,98.9,66,Rfam seed
RF02903,Aggregatibacter sRNA 96,Gene; antisense;,3,117,351,117.0,74,Rfam seed
RF02904,Aggregatibacter sRNA 69,Gene; sRNA;,3,83,244,81.3,72,Rfam seed
RF02905,Archaeal Small RNA 41,Gene; sRNA;,3,122,345,115.0,67,Rfam seed
RF02906,Archaeal Small RNA 154,Gene; sRNA;,3,138,398,132.7,81,Rfam seed
RF02907,patAB leader,Cis-reg; leader;,2,57,114,57.0,98,Rfam seed
RF02908,Listeria sRNA rli30,Gene; antisense;,3,116,348,116.0,76,Rfam seed
RF02909,Listeria sRNA rli117,Gene; sRNA;,3,295,797,265.7,59,Rfam seed
RF02911,Baculoviridae Nucleocapsid Assembly essential Element,Cis-reg;,6,202,1201,200.2,72,Rfam seed
RF02912,putative aminoglycoside riboswitch / attI site,Cis-reg; riboswitch;,4,78,296,74.0,86,Rfam seed
RF02913,pemK RNA,Cis-reg;,1542,160,116540,75.6,61,Rfam seed
RF02914,DUF805b RNA,Cis-reg;,1230,45,43393,35.3,73,Rfam seed
RF02915,DUF3800-VI RNA,Cis-reg;,87,67,4542,52.2,60,Rfam seed
RF02916,atpB RNA,Cis-reg;,72,173,9189,127.6,71,Rfam seed
RF02917,Burkholderiales-2 RNA,Cis-reg;,19,78,1393,73.3,76,Rfam seed
RF02918,MDR-NUDIX RNA,Cis-reg;,15,85,928,61.9,68,Rfam seed
RF02919,ilvB-OMG RNA,Cis-reg;,28,240,5859,209.2,78,Rfam seed
RF02920,Fusobacteriales-1 RNA,Cis-reg;,13,195,1621,124.7,70,Rfam seed
RF02921,RT-14 RNA,Gene; sRNA;,143,200,20976,146.7,55,Rfam seed
RF02922,RAGATH-32 RNA,Cis-reg;,19,82,1487,78.3,81,Rfam seed
RF02923,HTH-XRE RNA,Cis-reg;,60,92,4715,78.6,77,Rfam seed
RF02924,skipping-rope RNA,Gene; sRNA;,1426,393,121853,85.5,51,Rfam seed
RF02925,6A RNA,Gene; sRNA;,273,99,14476,53.0,67,Rfam seed
RF02926,DUF2693-FD RNA,Gene; sRNA;,91,53,4501,49.5,78,Rfam seed
RF02927,Actino-ugpB RNA,Gene; sRNA;,12,88,765,63.8,72,Rfam seed
RF02928,Actinomyces-1 RNA,Gene; sRNA;,236,130,26028,110.3,69,Rfam seed
RF02929,algC RNA,Cis-reg;,492,58,24890,50.6,87,Rfam seed
RF02930,aspS RNA,Cis-reg;,58,95,4761,82.1,66,Rfam seed
RF02931,Bacilli-1 RNA,Gene; sRNA;,145,67,9433,65.1,86,Rfam seed
RF02932,Betaproteobacteria-1 RNA,Gene; sRNA;,102,163,12399,121.6,55,Rfam seed
RF02933,ARRPOF RNA,Gene; sRNA;,35,325,9068,259.1,54,Rfam seed
RF02934,caiA RNA,Gene; sRNA;,14,82,1086,77.6,73,Rfam seed
RF02935,che1 RNA,Gene; sRNA;,98,121,9439,96.3,81,Rfam seed
RF02936,Chloroflexus-1 RNA,Gene; sRNA;,4,174,683,170.8,79,Rfam seed
RF02937,Clostridiales-2 RNA,Gene; sRNA;,44,104,3663,83.2,64,Rfam seed
RF02938,COG2827 RNA,Gene; sRNA;,48,113,3948,82.2,67,Rfam seed
RF02939,COG2908 RNA,Cis-reg;,9,47,408,45.3,82,Rfam seed
RF02940,COG3860 RNA,Cis-reg;,42,66,2293,54.6,75,Rfam seed
RF02941,COG3943 RNA,Gene; sRNA;,27,126,2898,107.3,68,Rfam seed
RF02942,Clostridiales-3 RNA,Gene; sRNA;,157,442,39953,254.5,69,Rfam seed
RF02943,Bacteroidales-2 RNA,Gene; sRNA;,43,503,17609,409.5,73,Rfam seed
RF02944,c4-2 RNA,Gene; sRNA;,224,104,17399,77.7,48,Rfam seed
RF02945,Corio-PBP RNA,Gene; sRNA;,14,97,1055,75.4,87,Rfam seed
RF02946,cow-rumen-1 RNA,Gene; sRNA;,50,82,3080,61.6,75,Rfam seed
RF02947,cow-rumen-2 RNA,Gene; sRNA;,32,117,3382,105.7,64,Rfam seed
RF02948,cow-rumen-4 RNA,Gene; sRNA;,8,69,502,62.8,62,Rfam seed
RF02949,Cupriavidus-1 RNA,Gene; sRNA;,5,93,402,80.4,62,Rfam seed
RF02950,D12-methyl RNA,Gene; sRNA;,19,74,1235,65.0,84,Rfam seed
RF02951,DABA-DC-AT RNA,Cis-reg;,126,236,19670,156.1,70,Rfam seed
RF02952,dfrA-dnaX RNA,Gene; sRNA;,138,79,10441,75.7,74,Rfam seed
RF02953,DUF1874 RNA,Cis-reg;,76,141,7260,95.5,59,Rfam seed
RF02954,DUF3577 RNA,Cis-reg;,86,156,8860,103.0,64,Rfam seed
RF02955,EGFOA RNA,Gene; sRNA;,73,238,8375,114.7,48,Rfam seed
RF02956,DUF2693 RNA,Gene; sRNA;,63,230,10657,169.2,64,Rfam seed
RF02957,EFASI RNA,Gene; sRNA;,448,232,60519,135.1,57,Rfam seed
RF02958,drum RNA,Gene; sRNA;,464,192,52298,112.7,58,Rfam seed
RF02959,DUF3085 RNA,Cis-reg;,16,95,1186,74.1,68,Rfam seed
RF02960,DUF2800 RNA,Cis-reg;,155,240,25788,166.4,58,Rfam seed
RF02961,DUF3800-II RNA,Gene; sRNA;,23,84,1575,68.5,63,Rfam seed
RF02962,DUF3800-III RNA,Gene; sRNA;,55,173,6032,109.7,59,Rfam seed
RF02963,DUF3800-IV RNA,Gene; sRNA;,10,111,923,92.3,59,Rfam seed
RF02964,DUF3800-V RNA,Gene; sRNA;,79,130,7757,98.2,50,Rfam seed
RF02965,CyVA-1 RNA,Gene; sRNA;,123,97,9562,77.7,53,Rfam seed
RF02966,DUF3268 RNA,Gene; sRNA;,108,173,12916,119.6,65,Rfam seed
RF02967,DUF3800-VII RNA,Gene; sRNA;,139,154,12454,89.6,51,Rfam seed
RF02968,DUF3800-IX RNA,Gene; sRNA;,229,114,16084,70.2,51,Rfam seed
RF02969,DUF3800-I RNA,Gene; sRNA;,321,292,38164,118.9,53,Rfam seed
RF02970,EGFOA-assoc-1 RNA,Gene; sRNA;,10,261,2506,250.6,80,Rfam seed
RF02971,emrB-Lactobacillus RNA,Gene; sRNA;,39,82,2537,65.1,81,Rfam seed
RF02972,engA RNA,Cis-reg;,154,128,14720,95.6,68,Rfam seed
RF02973,Enterococcus-1 RNA,Gene; sRNA;,78,159,11631,149.1,78,Rfam seed
RF02974,Fibro-purF RNA,Cis-reg;,12,76,899,74.9,82,Rfam seed
RF02975,DUF3800-XI RNA,Gene; sRNA;,256,62,12376,48.3,72,Rfam seed
RF02976,Flavobacterium-1 RNA,Gene; sRNA;,210,155,25262,120.3,61,Rfam seed
RF02977,folE RNA,Cis-reg;,45,55,1792,39.8,80,Rfam seed
RF02978,folP RNA,Cis-reg;,28,108,2839,101.4,81,Rfam seed
RF02979,freshwater-1 RNA,Gene; sRNA;,8,67,499,62.4,74,Rfam seed
RF02980,freshwater-2 RNA,Cis-reg;,200,109,16882,84.4,60,Rfam seed
RF02981,FTHFS RNA,Cis-reg;,27,133,3127,115.8,72,Rfam seed
RF02982,gltS RNA,Cis-reg;,108,137,11350,105.1,74,Rfam seed
RF02983,Fibrobacter-1 RNA,Gene; sRNA;,4,104,405,101.2,74,Rfam seed
RF02984,DUF3800-X RNA,Gene; sRNA;,88,148,6788,77.1,64,Rfam seed
RF02985,ftsZ-DE RNA,Gene; sRNA;,10,75,699,69.9,82,Rfam seed
RF02986,FuFi-1 RNA,Gene; sRNA;,170,572,34371,202.2,49,Rfam seed
RF02987,GA-cis RNA,Gene; sRNA;,481,121,42424,88.2,60,Rfam seed
RF02988,GEBRO RNA,Gene; sRNA;,42,375,14645,348.7,69,Rfam seed
RF02989,gntR-DTE RNA,Gene; sRNA;,7,183,969,138.4,74,Rfam seed
RF02990,gut-2 RNA,Gene; sRNA;,73,50,3506,48.0,55,Rfam seed
RF02991,GP20-a RNA,Cis-reg;,54,134,5239,97.0,51,Rfam seed
RF02992,hya RNA,Cis-reg;,27,84,1950,72.2,76,Rfam seed
RF02993,ilvH RNA,Cis-reg;,17,68,1155,67.9,81,Rfam seed
RF02994,IMPDH RNA,Gene; sRNA;,81,118,8853,109.3,81,Rfam seed
RF02995,IMES-5 RNA,Gene; sRNA;,52,174,7774,149.5,69,Rfam seed
RF02996,int-alpA RNA,Gene; sRNA;,167,118,11646,69.7,51,Rfam seed
RF02997,HOLDH RNA,Gene; sRNA;,13,460,5212,400.9,73,Rfam seed
RF02998,IS605-orfB-II RNA,Gene; sRNA;,56,194,8375,149.6,68,Rfam seed
RF02999,ivy-DE RNA,Cis-reg;,248,102,22659,91.4,76,Rfam seed
RF03000,LOOT RNA,Gene; sRNA;,368,203,44799,121.7,47,Rfam seed
RF03001,leuA-Halobacteria RNA,Cis-reg;,152,53,8056,53.0,76,Rfam seed
RF03002,lysM-Prevotella RNA,Cis-reg;,47,71,3123,66.4,79,Rfam seed
RF03003,GP20-b RNA,Cis-reg;,210,82,13030,62.0,56,Rfam seed
RF03004,Lacto-phage-1 RNA,Gene; sRNA;,9,84,730,81.1,77,Rfam seed
RF03005,lysM-TM7 RNA,Cis-reg;,129,201,18316,142.0,63,Rfam seed
RF03006,M23 RNA,Gene; sRNA;,31,62,1681,54.2,72,Rfam seed
RF03007,Mahella-1 RNA,Gene; sRNA;,19,138,2176,114.5,63,Rfam seed
RF03008,malK-II RNA,Cis-reg;,94,67,4767,50.7,81,Rfam seed
